student_id,level,stream,gender,religion,minority_status,caste_category,previous_education_percentage,annual_income,other_scholarship,scholarship_id,scholarship_name,min_percentage,max_income,eligible,allowed_caste
S00328,PG,MCom Finance,Male,Muslim,1,General,66.9,603435,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00042,UG,BCom Finance,Male,Hindu,0,General,72.7,319674,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00179,UG,BCom Finance,Female,Hindu,0,SC,60.3,283135,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00400,UG,BSc Physics,Male,Hindu,0,ST,67.3,137709,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00230,UG,BSc Physics,Female,Hindu,0,ST,56.6,639935,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00147,PG,MCom Finance,Male,Hindu,0,SC,83.8,464774,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00276,UG,BA English,Male,Hindu,0,OBC,73.8,172110,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00015,UG,BA Economics,Male,Hindu,0,OBC,65.1,259465,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00024,UG,BA Economics,Male,Hindu,0,SC,80.2,597530,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00007,PG,MA English,Female,Muslim,1,General,76.3,671294,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00104,UG,BSc Mathematics,Female,Hindu,0,SC,89,449341,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00239,PG,MA English,Male,Hindu,0,General,71.6,321660,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00180,UG,BA Economics,Male,Hindu,0,General,75.4,573994,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00067,UG,BA Economics,Male,Hindu,0,OBC,56,401241,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00324,UG,BCom Finance,Male,Muslim,1,General,69,400396,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00386,UG,BA Economics,Female,Muslim,1,General,58.2,74863,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00205,UG,BSc Chemistry,Female,Christian,1,General,81.7,391762,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00128,UG,BSc Chemistry,Male,Hindu,0,SC,66.1,564814,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00068,UG,BSc Mathematics,Female,Hindu,0,SC,74.2,538821,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00076,UG,BSc Chemistry,Female,Hindu,0,General,78.3,648109,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00228,UG,BSc Mathematics,Female,Hindu,0,SC,73.3,600402,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00166,PG,MSc Mathematics,Female,Muslim,1,General,72.5,357909,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00065,UG,BA English,Female,Muslim,1,General,57.5,481411,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00405,UG,BA Economics,Male,Hindu,0,OBC,68.9,617560,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00107,UG,BSc Mathematics,Male,Hindu,0,SC,75.9,500935,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00102,UG,BSc Physics,Male,Hindu,0,OBC,85.7,407781,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00310,UG,BSc Physics,Male,Muslim,1,General,74.9,478254,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00409,UG,BSc Chemistry,Female,Hindu,0,SC,70.2,319892,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00214,UG,BSc Chemistry,Male,Christian,1,General,64.2,690166,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00021,UG,BCom Finance,Male,Hindu,0,General,71.8,266949,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00115,UG,BSc Mathematics,Male,Hindu,0,OBC,71,555652,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00081,UG,BA Economics,Male,Muslim,1,General,69.8,326119,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00325,UG,BA English,Female,Muslim,1,General,73.8,632960,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00086,UG,BSc Mathematics,Male,Hindu,0,ST,78,585274,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00352,UG,BSc Chemistry,Female,Hindu,0,General,61.3,626137,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00184,UG,BSc Chemistry,Female,Muslim,1,General,55.4,592355,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00428,UG,BCom Finance,Female,Hindu,0,General,82.3,671512,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00004,UG,BSc Mathematics,Female,Christian,1,General,75.9,465040,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00019,UG,BCom Finance,Female,Christian,1,General,69.8,251248,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00159,PG,MA English,Male,Christian,1,General,58.1,50169,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00410,UG,BSc Physics,Male,Christian,1,General,63.1,346560,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00317,UG,BA Economics,Male,Christian,1,General,81.6,597506,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00341,UG,BCom Finance,Male,Hindu,0,OBC,75.7,372828,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00018,UG,BSc Physics,Female,Hindu,0,General,66.2,640363,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00278,UG,BSc Physics,Male,Hindu,0,General,63.2,52149,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00391,PG,MCom Finance,Female,Hindu,0,General,65.6,193826,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00290,PG,MCom Finance,Female,Hindu,0,OBC,65.5,575847,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00074,UG,BA Economics,Female,Muslim,1,General,81.3,563654,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00290,PG,MCom Finance,Female,Hindu,0,OBC,65.5,575847,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00200,UG,BSc Mathematics,Female,Hindu,0,OBC,86.3,311254,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00215,UG,BA Economics,Male,Hindu,0,General,70.1,566520,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00449,PG,MCom Finance,Male,Muslim,1,General,85,351207,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00336,UG,BSc Physics,Female,Muslim,1,General,60.7,65294,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00366,UG,BSc Chemistry,Female,Hindu,0,SC,53.9,512740,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00060,UG,BSc Physics,Male,Christian,1,General,87.4,505749,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00244,PG,MSc Mathematics,Female,Muslim,1,General,70.3,106629,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00420,UG,BSc Chemistry,Female,Hindu,0,OBC,63.7,256689,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00346,PG,MA English,Female,Muslim,1,General,72.5,461455,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00410,UG,BSc Physics,Male,Christian,1,General,63.1,346560,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00209,PG,MCom Finance,Female,Hindu,0,OBC,76.8,531577,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00176,PG,MCom Finance,Male,Muslim,1,General,70.6,86101,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00134,UG,BCom Finance,Male,Hindu,0,OBC,55.1,316399,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00284,UG,BA English,Male,Muslim,1,General,78.4,384111,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00143,UG,BSc Mathematics,Male,Christian,1,General,75.3,576345,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00057,UG,BSc Mathematics,Female,Hindu,0,General,66.4,98376,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00063,UG,BSc Physics,Female,Christian,1,General,59.7,286090,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00019,UG,BCom Finance,Female,Christian,1,General,69.8,251248,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00280,UG,BSc Mathematics,Male,Christian,1,General,59.7,307803,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00193,UG,BSc Chemistry,Male,Muslim,1,General,84.3,397127,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00320,UG,BSc Chemistry,Male,Muslim,1,General,72.9,522630,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00134,UG,BCom Finance,Male,Hindu,0,OBC,55.1,316399,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00143,UG,BSc Mathematics,Male,Christian,1,General,75.3,576345,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00098,UG,BSc Mathematics,Female,Muslim,1,General,65.2,439321,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00125,UG,BA English,Female,Muslim,1,General,70.9,686270,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00082,UG,BA English,Male,Hindu,0,OBC,70.2,356042,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00156,UG,BSc Chemistry,Female,Christian,1,General,77.6,78228,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00088,UG,BSc Physics,Male,Christian,1,General,75.9,203313,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00447,UG,BA Economics,Female,Hindu,0,OBC,66.8,547423,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00011,UG,BA English,Male,Muslim,1,General,73.3,348768,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00152,PG,MA English,Female,Hindu,0,General,83.4,516560,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00197,PG,MSc Mathematics,Female,Hindu,0,ST,85,295827,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00021,UG,BCom Finance,Male,Hindu,0,General,71.8,266949,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00254,PG,MCom Finance,Male,Muslim,1,General,80.7,421371,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00445,PG,MCom Finance,Female,Christian,1,General,69.2,104477,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00034,UG,BA Economics,Male,Muslim,1,General,57.1,58159,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00416,UG,BSc Physics,Female,Hindu,0,OBC,80.2,305668,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00200,UG,BSc Mathematics,Female,Hindu,0,OBC,86.3,311254,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00193,UG,BSc Chemistry,Male,Muslim,1,General,84.3,397127,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00335,UG,BSc Mathematics,Male,Hindu,0,SC,81.1,62618,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00332,UG,BCom Finance,Female,Hindu,0,General,70,212693,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00305,UG,BSc Mathematics,Female,Muslim,1,General,85.4,454541,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00030,PG,MSc Mathematics,Female,Hindu,0,General,77,519452,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00082,UG,BA English,Male,Hindu,0,OBC,70.2,356042,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00196,UG,BSc Physics,Female,Muslim,1,General,72.3,573816,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00089,PG,MCom Finance,Male,Hindu,0,OBC,75.2,381645,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00016,UG,BA English,Male,Hindu,0,OBC,80.3,663617,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00430,UG,BCom Finance,Male,Hindu,0,OBC,82.4,90586,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00177,UG,BSc Chemistry,Female,Hindu,0,SC,73.5,286150,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00106,UG,BA English,Female,Muslim,1,General,68.8,483329,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00227,UG,BA Economics,Male,Hindu,0,OBC,66.3,248515,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00361,PG,MCom Finance,Male,Hindu,0,OBC,66.9,467704,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00427,UG,BA English,Male,Hindu,0,OBC,69.2,467062,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00059,UG,BA Economics,Male,Muslim,1,General,67.3,650153,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00432,UG,BSc Physics,Male,Muslim,1,General,64.4,135307,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00083,PG,MCom Finance,Female,Muslim,1,General,79.6,390081,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00005,UG,BA English,Male,Hindu,0,ST,71.9,315484,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00365,UG,BSc Mathematics,Male,Hindu,0,OBC,64.9,555274,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00399,PG,MCom Finance,Male,Hindu,0,OBC,64.1,664891,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00223,PG,MCom Finance,Male,Muslim,1,General,86.4,608041,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00044,UG,BCom Finance,Female,Hindu,0,OBC,73.4,178734,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00355,PG,MA English,Male,Hindu,0,General,83.3,513682,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00425,PG,MCom Finance,Male,Muslim,1,General,77.3,450946,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00192,UG,BCom Finance,Female,Hindu,0,General,66.8,534696,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00352,UG,BSc Chemistry,Female,Hindu,0,General,61.3,626137,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00339,PG,MA English,Male,Muslim,1,General,76.1,607264,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00233,PG,MA English,Female,Hindu,0,General,64.9,618558,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00224,UG,BSc Chemistry,Female,Muslim,1,General,81.6,584876,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00331,UG,BSc Chemistry,Male,Hindu,0,OBC,74.3,227306,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00149,UG,BSc Physics,Female,Hindu,0,General,81.9,257530,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00050,UG,BSc Mathematics,Female,Hindu,0,ST,67.8,127704,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00298,UG,BSc Physics,Female,Hindu,0,OBC,73,213040,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00249,UG,BCom Finance,Male,Hindu,0,General,75.3,121183,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00054,UG,BSc Mathematics,Male,Hindu,0,OBC,57.3,186874,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00408,UG,BA English,Male,Hindu,0,SC,54.8,600297,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00340,UG,BSc Chemistry,Female,Hindu,0,OBC,72.6,187310,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00147,PG,MCom Finance,Male,Hindu,0,SC,83.8,464774,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00416,UG,BSc Physics,Female,Hindu,0,OBC,80.2,305668,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00286,UG,BA English,Male,Hindu,0,SC,81.3,557257,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00064,UG,BCom Finance,Female,Muslim,1,General,68.9,518934,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00343,UG,BA Economics,Female,Christian,1,General,70.2,316944,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00034,UG,BA Economics,Male,Muslim,1,General,57.1,58159,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00448,UG,BA English,Female,Hindu,0,OBC,70.1,245967,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00211,UG,BSc Mathematics,Male,Hindu,0,OBC,58.8,527953,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00028,PG,MA English,Male,Hindu,0,ST,59.7,292801,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00225,PG,MA English,Male,Hindu,0,General,76.3,355614,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00031,PG,MCom Finance,Female,Christian,1,General,72.5,604297,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00195,UG,BCom Finance,Female,Hindu,0,OBC,74,647534,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00057,UG,BSc Mathematics,Female,Hindu,0,General,66.4,98376,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00406,UG,BSc Mathematics,Female,Hindu,0,General,57,632863,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00048,UG,BCom Finance,Female,Hindu,0,General,76.3,286462,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00423,UG,BA Economics,Female,Muslim,1,General,60.5,113988,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00110,UG,BCom Finance,Female,Christian,1,General,58.5,647561,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00347,UG,BSc Mathematics,Female,Christian,1,General,61.9,407838,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00008,PG,MSc Mathematics,Male,Muslim,1,General,82.2,534183,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00119,UG,BA English,Male,Hindu,0,General,69.4,118007,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00102,UG,BSc Physics,Male,Hindu,0,OBC,85.7,407781,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00065,UG,BA English,Female,Muslim,1,General,57.5,481411,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00101,PG,MCom Finance,Female,Hindu,0,SC,92,51216,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00093,UG,BSc Chemistry,Female,Christian,1,General,74.9,167196,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00448,UG,BA English,Female,Hindu,0,OBC,70.1,245967,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00314,UG,BSc Chemistry,Female,Hindu,0,ST,66.4,535871,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00384,UG,BSc Mathematics,Male,Muslim,1,General,79.6,458998,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00076,UG,BSc Chemistry,Female,Hindu,0,General,78.3,648109,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00058,UG,BSc Chemistry,Male,Hindu,0,General,69.6,634534,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00155,UG,BA Economics,Male,Christian,1,General,67.6,111809,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00284,UG,BA English,Male,Muslim,1,General,78.4,384111,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00280,UG,BSc Mathematics,Male,Christian,1,General,59.7,307803,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00144,UG,BSc Mathematics,Female,Hindu,0,General,64.2,109812,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00079,UG,BSc Chemistry,Male,Hindu,0,ST,58.2,181450,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00084,PG,MA English,Female,Hindu,0,OBC,77.9,295170,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00039,UG,BA Economics,Male,Muslim,1,General,63.8,376813,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00369,UG,BA English,Male,Hindu,0,OBC,53.5,598571,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00397,UG,BA Economics,Male,Christian,1,General,76.6,337750,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00328,PG,MCom Finance,Male,Muslim,1,General,66.9,603435,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00060,UG,BSc Physics,Male,Christian,1,General,87.4,505749,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00352,UG,BSc Chemistry,Female,Hindu,0,General,61.3,626137,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00428,UG,BCom Finance,Female,Hindu,0,General,82.3,671512,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00210,UG,BA Economics,Female,Christian,1,General,80,680070,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00168,UG,BA Economics,Female,Hindu,0,OBC,76.7,460943,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00354,UG,BSc Mathematics,Male,Hindu,0,General,61.9,343381,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00370,UG,BA Economics,Female,Hindu,0,General,62.3,414857,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00203,UG,BA Economics,Female,Christian,1,General,86.1,392583,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00119,UG,BA English,Male,Hindu,0,General,69.4,118007,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00108,PG,MSc Mathematics,Female,Hindu,0,General,77.3,365865,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00251,UG,BSc Chemistry,Male,Hindu,0,OBC,73.1,98458,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00022,UG,BSc Physics,Male,Hindu,0,General,68.6,388772,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00265,UG,BA Economics,Male,Hindu,0,General,64,629083,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00094,UG,BSc Chemistry,Male,Hindu,0,SC,68.7,206227,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00387,UG,BCom Finance,Female,Hindu,0,ST,57.9,263513,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00091,UG,BSc Mathematics,Female,Muslim,1,General,62.5,366047,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00191,UG,BSc Mathematics,Female,Muslim,1,General,76.5,530456,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00130,UG,BA Economics,Female,Hindu,0,SC,74.2,351417,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00014,UG,BA Economics,Male,Muslim,1,General,80,56792,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00058,UG,BSc Chemistry,Male,Hindu,0,General,69.6,634534,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00120,UG,BSc Physics,Male,Muslim,1,General,67.1,76197,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00309,UG,BA English,Female,Muslim,1,General,83.9,109213,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00398,UG,BA English,Male,Hindu,0,General,69.7,405655,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00272,UG,BA English,Female,Christian,1,General,50.6,481547,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00112,UG,BSc Physics,Female,Christian,1,General,70.3,338753,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00114,UG,BCom Finance,Female,Hindu,0,SC,72.2,386591,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00063,UG,BSc Physics,Female,Christian,1,General,59.7,286090,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00029,UG,BCom Finance,Male,Hindu,0,OBC,65.5,687557,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00279,PG,MSc Mathematics,Male,Christian,1,General,78.8,264466,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00292,UG,BSc Physics,Female,Muslim,1,General,69.9,122627,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00417,PG,MSc Mathematics,Female,Christian,1,General,77.1,321768,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00126,PG,MA English,Female,Hindu,0,General,67.8,65831,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00261,PG,MCom Finance,Female,Hindu,0,SC,77.5,214770,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00246,PG,MA English,Female,Hindu,0,ST,78.6,201164,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00437,PG,MA English,Male,Muslim,1,General,70.8,301596,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00134,UG,BCom Finance,Male,Hindu,0,OBC,55.1,316399,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
